latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
-3.26767,-64.80682,334.2,0.39,0.36,2020-08-12,1748,1,nominal,2.0NRT,291.6,8.2,D
-3.2635,-64.84654,336.5,0.39,0.36,2020-08-12,1748,1,nominal,2.0NRT,292.8,7.6,D
-3.26018,-64.84704,333.8,0.39,0.36,2020-08-12,1748,1,nominal,2.0NRT,297.6,22.2,D
-3.26071,-64.85052,332,0.39,0.36,2020-08-12,1748,1,nominal,2.0NRT,291,22.2,D
-3.24455,-64.78895,345.3,0.39,0.36,2020-08-12,1748,1,nominal,2.0NRT,293.9,6.1,D
-1.71194,-55.14133,339.4,0.48,0.64,2020-08-12,1748,1,nominal,2.0NRT,290.3,3.6,D
-3.25534,-64.90456,330.9,0.39,0.36,2020-08-12,1748,1,nominal,2.0NRT,290.1,2.4,D
-4.53306,-73.60548,340.8,0.33,0.55,2020-08-12,1748,1,nominal,2.0NRT,288.9,3.3,D
-3.23442,-64.81181,339.6,0.39,0.36,2020-08-12,1748,1,nominal,2.0NRT,297.1,15.2,D
-3.24047,-64.89616,332.9,0.39,0.36,2020-08-12,1748,1,nominal,2.0NRT,290.7,8.7,D
-3.241,-64.89963,328.6,0.39,0.36,2020-08-12,1748,1,nominal,2.0NRT,289.8,7,D
-3.23715,-64.89665,332.8,0.39,0.36,2020-08-12,1748,1,nominal,2.0NRT,290.8,8.7,D
-3.23768,-64.90012,328.3,0.39,0.36,2020-08-12,1748,1,nominal,2.0NRT,290.8,7,D
-3.22695,-64.85204,334.6,0.39,0.36,2020-08-12,1748,1,nominal,2.0NRT,301.8,40.2,D
-3.21221,-64.82227,331,0.39,0.36,2020-08-12,1748,1,nominal,2.0NRT,295.1,2.7,D
-3.21327,-64.82922,328.7,0.39,0.36,2020-08-12,1748,1,nominal,2.0NRT,295.6,2.1,D
-3.20889,-64.82276,334.4,0.39,0.36,2020-08-12,1748,1,nominal,2.0NRT,296.2,2.9,D
-3.20111,-64.88155,337.1,0.39,0.36,2020-08-12,1748,1,nominal,2.0NRT,288.6,5.4,D
-3.19779,-64.88204,339.2,0.39,0.36,2020-08-12,1748,1,nominal,2.0NRT,290.6,8.3,D
-3.1843,-64.83788,334.7,0.39,0.36,2020-08-12,1748,1,nominal,2.0NRT,295.3,3.9,D
-3.2336,-65.16325,337.5,0.39,0.36,2020-08-12,1748,1,nominal,2.0NRT,294.2,54.3,D
-4.51285,-73.92023,334.3,0.35,0.57,2020-08-12,1748,1,nominal,2.0NRT,285.8,1.8,D
-3.19786,-65.15098,336.1,0.39,0.36,2020-08-12,1748,1,nominal,2.0NRT,289.3,5,D
-3.15935,-64.91976,345.9,0.39,0.36,2020-08-12,1748,1,nominal,2.0NRT,287.9,7.1,D
-4.81541,-76.66784,335.2,0.55,0.68,2020-08-12,1748,1,nominal,2.0NRT,287.5,5.7,D
-4.81607,-76.67273,326,0.55,0.68,2020-08-12,1748,1,nominal,2.0NRT,287.2,5.7,D
-3.12162,-64.93961,344.1,0.39,0.36,2020-08-12,1748,1,nominal,2.0NRT,283.1,43,D
-3.11642,-64.9723,332.6,0.39,0.36,2020-08-12,1748,1,nominal,2.0NRT,283.9,4,D
-3.09986,-64.97519,328.4,0.39,0.36,2020-08-12,1748,1,nominal,2.0NRT,284.7,2.9,D
-3.09654,-64.97569,330.2,0.39,0.36,2020-08-12,1748,1,nominal,2.0NRT,286,9.1,D
-4.81733,-76.669,345.1,0.55,0.68,2020-08-12,1748,1,nominal,2.0NRT,287.7,7.5,D
-3.08293,-65.02023,337.7,0.39,0.36,2020-08-12,1748,1,nominal,2.0NRT,293.8,8.4,D
-3.08594,-65.19644,335.9,0.38,0.36,2020-08-12,1748,1,nominal,2.0NRT,285.5,4.1,D
-3.0821,-65.1935,328.7,0.39,0.36,2020-08-12,1748,1,nominal,2.0NRT,284.6,13.8,D
-3.08263,-65.19694,341.7,0.38,0.36,2020-08-12,1748,1,nominal,2.0NRT,289.3,13.8,D
-3.05344,-65.04944,334.3,0.39,0.36,2020-08-12,1748,1,nominal,2.0NRT,295.2,18,D
-3.05065,-65.0534,332.6,0.39,0.36,2020-08-12,1748,1,nominal,2.0NRT,289.3,18,D
-3.05117,-65.05685,329,0.39,0.36,2020-08-12,1748,1,nominal,2.0NRT,291.2,5.4,D
-3.03933,-65.09045,346.6,0.39,0.36,2020-08-12,1748,1,nominal,2.0NRT,286.8,6.6,D
-4.77801,-77.27645,326,0.6,0.71,2020-08-12,1748,1,nominal,2.0NRT,284,3.2,D
-3.02238,-65.06824,329.1,0.39,0.36,2020-08-12,1748,1,nominal,2.0NRT,289.5,2.4,D
-3.0221,-65.13325,338.5,0.39,0.36,2020-08-12,1748,1,nominal,2.0NRT,288.9,13.1,D
-3.01233,-65.1806,338.4,0.39,0.36,2020-08-12,1748,1,nominal,2.0NRT,284.3,3.2,D
-2.99733,-65.19344,332.7,0.39,0.36,2020-08-12,1748,1,nominal,2.0NRT,291.3,24.3,D
-2.99018,-65.19099,330,0.39,0.36,2020-08-12,1748,1,nominal,2.0NRT,289.3,2.4,D
-1.51068,-55.77267,367,0.44,0.62,2020-08-12,1748,1,high,2.0NRT,293.8,23.4,D
-4.61365,-76.33429,332,0.51,0.66,2020-08-12,1748,1,nominal,2.0NRT,288.3,5.4,D
-2.96507,-65.15946,331.8,0.39,0.36,2020-08-12,1748,1,nominal,2.0NRT,285.7,3.5,D
-2.93649,-65.21669,333.1,0.39,0.36,2020-08-12,1748,1,nominal,2.0NRT,292.5,4.6,D
-2.93334,-65.24226,332.6,0.38,0.36,2020-08-12,1748,1,nominal,2.0NRT,292.3,4.6,D
-4.54517,-76.74267,348.7,0.55,0.68,2020-08-12,1748,1,nominal,2.0NRT,288.1,8.5,D
-4.07649,-73.44834,355.5,0.32,0.54,2020-08-12,1748,1,nominal,2.0NRT,290.5,11.4,D
-1.37351,-56.89752,328.4,0.37,0.58,2020-08-12,1748,1,nominal,2.0NRT,293.3,1.7,D
-2.54305,-66.09244,332,0.39,0.36,2020-08-12,1748,1,nominal,2.0NRT,294.8,6.3,D
-4.04479,-76.64788,331.4,0.53,0.67,2020-08-12,1748,1,nominal,2.0NRT,286.5,4,D
-3.52431,-73.20287,327.8,0.6,0.53,2020-08-12,1748,1,nominal,2.0NRT,290.6,6.4,D
-3.58292,-73.74826,330.4,0.33,0.55,2020-08-12,1748,1,nominal,2.0NRT,290.1,2.6,D
-1.84839,-65.56023,331.3,0.38,0.36,2020-08-12,1748,1,nominal,2.0NRT,285.9,5.9,D
-2.00437,-78.34402,337.7,0.66,0.73,2020-08-12,1748,1,nominal,2.0NRT,275,9.7,D
-1.72039,-78.97648,330.1,0.72,0.75,2020-08-12,1748,1,nominal,2.0NRT,290.8,4.9,D
-0.91136,-75.43377,329.4,0.39,0.59,2020-08-12,1748,1,nominal,2.0NRT,289,4.9,D
-0.45563,-73.68332,325.4,0.58,0.52,2020-08-12,1748,1,nominal,2.0NRT,291.2,4.2,D
-0.61604,-78.82195,327.7,0.67,0.74,2020-08-12,1748,1,nominal,2.0NRT,281.2,5.2,D
2.33997,-59.74356,330,0.53,0.5,2020-08-12,1748,1,nominal,2.0NRT,293.9,4.4,D
0.71709,-78.20901,325.3,0.58,0.7,2020-08-12,1748,1,nominal,2.0NRT,287.2,4.8,D
0.71645,-78.21296,329.6,0.58,0.7,2020-08-12,1748,1,nominal,2.0NRT,283.2,5.3,D
1.11902,-77.46275,326.2,0.51,0.66,2020-08-12,1748,1,nominal,2.0NRT,277.6,5.2,D
1.11829,-77.46738,332,0.51,0.66,2020-08-12,1748,1,nominal,2.0NRT,281,5.2,D
1.12468,-77.466,355.2,0.51,0.66,2020-08-12,1748,1,nominal,2.0NRT,280.8,10.7,D
1.12097,-77.4623,347,0.51,0.66,2020-08-12,1748,1,nominal,2.0NRT,280,10.7,D
1.12027,-77.4666,341.9,0.51,0.66,2020-08-12,1748,1,nominal,2.0NRT,281.6,10.7,D
1.98258,-72.64969,330.8,0.45,0.47,2020-08-12,1748,1,nominal,2.0NRT,290.1,5.8,D
5.03858,-55.1389,336,0.61,0.71,2020-08-12,1748,1,nominal,2.0NRT,289.3,8.6,D
5.03781,-55.14434,336.3,0.61,0.71,2020-08-12,1748,1,nominal,2.0NRT,290,8.5,D
5.03799,-55.1405,352.6,0.61,0.71,2020-08-12,1748,1,nominal,2.0NRT,290,12.7,D
2.5784,-72.40572,325.7,0.43,0.46,2020-08-12,1748,1,nominal,2.0NRT,289,3.4,D
1.88335,-76.91142,353.8,0.45,0.63,2020-08-12,1748,1,nominal,2.0NRT,273.9,20.5,D
1.88285,-76.91458,331.9,0.45,0.63,2020-08-12,1748,1,nominal,2.0NRT,273.2,11.3,D
1.87872,-76.91007,335.2,0.45,0.63,2020-08-12,1748,1,nominal,2.0NRT,272.6,9.9,D
1.88441,-76.91128,356.3,0.45,0.63,2020-08-12,1748,1,low,2.0NRT,273.7,9.9,D
2.66658,-72.3961,341.6,0.43,0.46,2020-08-12,1748,1,nominal,2.0NRT,286,5.1,D
3.63083,-69.0533,341.8,0.42,0.37,2020-08-12,1748,1,nominal,2.0NRT,290.2,4.2,D
3.03596,-75.42633,330.3,0.34,0.56,2020-08-12,1748,1,nominal,2.0NRT,285.1,5.2,D
3.42584,-76.2384,336.2,0.38,0.59,2020-08-12,1748,1,nominal,2.0NRT,279.5,8.7,D
3.69421,-76.33321,367,0.38,0.59,2020-08-12,1748,1,high,2.0NRT,296.7,12,D
3.69363,-76.33662,337.6,0.38,0.59,2020-08-12,1748,1,nominal,2.0NRT,295.3,11.3,D
4.84469,-69.70335,347.1,0.43,0.38,2020-08-12,1748,1,nominal,2.0NRT,291.9,25.7,D
6.52933,-58.18163,329.8,0.39,0.6,2020-08-12,1748,1,nominal,2.0NRT,290.4,1.1,D
4.63461,-71.31824,328.5,0.52,0.41,2020-08-12,1748,1,nominal,2.0NRT,287.8,3.4,D
4.01033,-75.33671,347.5,0.32,0.55,2020-08-12,1748,1,nominal,2.0NRT,281,5.1,D
4.61148,-71.78766,338.6,0.55,0.43,2020-08-12,1748,1,nominal,2.0NRT,284.4,9.3,D
4.82166,-70.91887,329.1,0.49,0.4,2020-08-12,1748,1,nominal,2.0NRT,289.4,2.3,D
4.54728,-73.31288,325.2,0.46,0.47,2020-08-12,1748,1,nominal,2.0NRT,288.6,2.9,D
4.54661,-73.31701,325.4,0.46,0.47,2020-08-12,1748,1,nominal,2.0NRT,288.8,2.8,D
4.7343,-72.28031,332.5,0.39,0.44,2020-08-12,1748,1,nominal,2.0NRT,284.5,3.4,D
4.94523,-71.31482,331.1,0.51,0.41,2020-08-12,1748,1,nominal,2.0NRT,287.4,5.1,D
4.9445,-71.31938,334.3,0.51,0.41,2020-08-12,1748,1,nominal,2.0NRT,287.6,5.1,D
4.98321,-71.14948,331.9,0.5,0.41,2020-08-12,1748,1,nominal,2.0NRT,287.8,2.8,D
4.41152,-74.74514,329.3,0.58,0.52,2020-08-12,1748,1,nominal,2.0NRT,283.3,4.8,D
4.94272,-76.05657,329.4,0.35,0.57,2020-08-12,1748,1,nominal,2.0NRT,274.3,2.1,D
8.00902,-56.98849,336.2,0.5,0.66,2020-08-12,1748,1,nominal,2.0NRT,287.8,6.5,D
6.83281,-67.61586,333.6,0.38,0.36,2020-08-12,1748,1,nominal,2.0NRT,293.5,1.4,D
6.79839,-69.66321,332.7,0.41,0.37,2020-08-12,1748,1,low,2.0NRT,292.8,2.5,D
7.83713,-63.18534,330.4,0.57,0.43,2020-08-12,1748,1,nominal,2.0NRT,287.6,4.9,D
8.13535,-61.82524,339.7,0.47,0.48,2020-08-12,1748,1,nominal,2.0NRT,295.5,7.3,D
8.13476,-61.82952,336.3,0.47,0.48,2020-08-12,1748,1,nominal,2.0NRT,294.9,9.6,D
6.16241,-76.04896,354.8,0.33,0.56,2020-08-12,1748,1,nominal,2.0NRT,290,8.3,D
6.16303,-76.0453,356,0.33,0.56,2020-08-12,1748,1,low,2.0NRT,286.3,8.3,D
8.30722,-65.56756,335.6,0.43,0.38,2020-08-12,1748,1,nominal,2.0NRT,298,2.9,D
8.93708,-63.81162,332.6,0.54,0.42,2020-08-12,1748,1,nominal,2.0NRT,292.1,18.5,D
7.20744,-75.56596,334.4,0.59,0.53,2020-08-12,1748,1,nominal,2.0NRT,290.9,3.6,D
7.21262,-75.56453,339.4,0.59,0.53,2020-08-12,1748,1,nominal,2.0NRT,289.6,7.9,D
7.39247,-74.75275,326.1,0.52,0.5,2020-08-12,1748,1,nominal,2.0NRT,285.2,3.7,D
7.5114,-74.77175,336.4,0.52,0.5,2020-08-12,1748,1,nominal,2.0NRT,282.5,8.1,D
7.83104,-73.54529,336.1,0.42,0.45,2020-08-12,1748,1,nominal,2.0NRT,292.7,6.8,D
9.37043,-64.51726,331.8,0.5,0.41,2020-08-12,1748,1,nominal,2.0NRT,292.4,2.2,D
9.37225,-64.53133,332.2,0.5,0.41,2020-08-12,1748,1,nominal,2.0NRT,292.8,5.9,D
9.3859,-64.54255,331.7,0.5,0.41,2020-08-12,1748,1,nominal,2.0NRT,290.6,6,D
9.38526,-64.54707,337,0.5,0.41,2020-08-12,1748,1,nominal,2.0NRT,293.5,6,D
9.64197,-63.551,330.9,0.57,0.43,2020-08-12,1748,1,nominal,2.0NRT,289,31.5,D
9.64051,-63.56141,341,0.57,0.43,2020-08-12,1748,1,nominal,2.0NRT,290.5,48.2,D
9.65211,-63.53659,337.1,0.57,0.43,2020-08-12,1748,1,nominal,2.0NRT,287.4,11.2,D
9.64845,-63.56263,343,0.57,0.43,2020-08-12,1748,1,nominal,2.0NRT,290.2,16.1,D
9.65242,-63.56324,339.5,0.57,0.43,2020-08-12,1748,1,nominal,2.0NRT,287.4,16.1,D
9.7262,-63.45854,340.4,0.39,0.44,2020-08-12,1748,1,nominal,2.0NRT,294.3,7.6,D
9.73228,-63.47371,351.4,0.39,0.44,2020-08-12,1748,1,nominal,2.0NRT,296.8,6.9,D
9.74259,-63.42861,344.6,0.39,0.44,2020-08-12,1748,1,nominal,2.0NRT,294.7,6.6,D
9.73676,-63.47084,339.3,0.39,0.44,2020-08-12,1748,1,nominal,2.0NRT,295.9,4.5,D
9.73627,-63.47435,343.3,0.39,0.44,2020-08-12,1748,1,nominal,2.0NRT,294.6,4.5,D
8.13124,-74.00423,338.8,0.45,0.47,2020-08-12,1748,1,nominal,2.0NRT,290.9,31.5,D
9.77301,-63.26815,339.8,0.4,0.44,2020-08-12,1748,1,nominal,2.0NRT,294.8,4.9,D
8.43883,-73.43584,333,0.41,0.45,2020-08-12,1748,1,nominal,2.0NRT,275.4,3.4,D
8.23715,-76.37075,331.3,0.32,0.55,2020-08-12,1748,1,nominal,2.0NRT,289.5,3.7,D
9.5505,-70.67014,334,0.42,0.38,2020-08-12,1748,1,nominal,2.0NRT,283.4,8,D
9.8661,-70.17735,335.3,0.41,0.37,2020-08-12,1748,1,low,2.0NRT,301.7,18.5,D
9.87156,-70.30277,332.5,0.41,0.37,2020-08-12,1748,1,nominal,2.0NRT,298,5.6,D
10.26733,-67.76866,336.8,0.39,0.36,2020-08-12,1748,1,nominal,2.0NRT,295.6,3.5,D
10.41205,-70.56597,333.1,0.41,0.37,2020-08-12,1748,1,nominal,2.0NRT,289.8,4.6,D
10.41207,-70.65447,332.5,0.42,0.37,2020-08-12,1748,1,low,2.0NRT,291.4,7.7,D
10.44288,-70.54794,344.4,0.41,0.37,2020-08-12,1748,1,nominal,2.0NRT,293.2,5.7,D
10.48525,-70.47803,335.4,0.41,0.37,2020-08-12,1748,1,nominal,2.0NRT,296,13.4,D
10.48467,-70.48174,331.6,0.41,0.37,2020-08-12,1748,1,low,2.0NRT,296.9,13.4,D
10.54679,-70.95235,332.8,0.43,0.38,2020-08-12,1748,1,low,2.0NRT,289.9,11.5,D
10.8082,-69.39939,341.7,0.39,0.36,2020-08-12,1748,1,nominal,2.0NRT,297.9,12.1,D
10.25276,-73.12297,333.2,0.55,0.43,2020-08-12,1748,1,nominal,2.0NRT,279,5.6,D
10.86077,-70.47856,332.5,0.41,0.37,2020-08-12,1748,1,nominal,2.0NRT,284.8,3.7,D
10.51279,-73.03168,341.4,0.54,0.42,2020-08-12,1748,1,nominal,2.0NRT,279.7,22.1,D
10.54653,-73.26821,345.7,0.56,0.43,2020-08-12,1748,1,nominal,2.0NRT,296.3,18.2,D
10.67005,-72.89566,342.1,0.53,0.42,2020-08-12,1748,1,nominal,2.0NRT,293.2,6.5,D
10.59229,-73.4517,327.9,0.57,0.43,2020-08-12,1748,1,low,2.0NRT,300,5.3,D
10.68629,-73.29874,331.3,0.56,0.43,2020-08-12,1748,1,low,2.0NRT,302.7,3.6,D
10.68604,-73.30207,334.1,0.56,0.43,2020-08-12,1748,1,nominal,2.0NRT,304.1,3.4,D
10.88068,-72.30695,334.6,0.49,0.4,2020-08-12,1748,1,nominal,2.0NRT,296.1,6.5,D
10.75324,-73.14101,333.9,0.54,0.42,2020-08-12,1748,1,nominal,2.0NRT,297.6,4.5,D
11.0992,-72.00131,340.4,0.47,0.39,2020-08-12,1748,1,nominal,2.0NRT,301,5.8,D
11.10281,-72.00192,347.8,0.47,0.39,2020-08-12,1748,1,nominal,2.0NRT,302.8,11.8,D
10.93958,-73.05453,340.2,0.53,0.42,2020-08-12,1748,1,nominal,2.0NRT,288.1,9.7,D
11.10694,-72.29989,340.3,0.48,0.4,2020-08-12,1748,1,nominal,2.0NRT,283.7,11.3,D
11.1346,-72.57098,336.1,0.5,0.41,2020-08-12,1748,1,nominal,2.0NRT,301.8,6.6,D
11.20593,-72.17864,335.6,0.47,0.4,2020-08-12,1748,1,nominal,2.0NRT,296.6,5.3,D
11.1916,-72.26479,344.9,0.48,0.4,2020-08-12,1748,1,nominal,2.0NRT,291.6,15.1,D
11.06193,-73.08205,330.2,0.53,0.42,2020-08-12,1748,1,nominal,2.0NRT,289.2,9.4,D
11.07981,-73.04607,333.7,0.53,0.42,2020-08-12,1748,1,nominal,2.0NRT,294.5,3.6,D
11.16372,-72.82346,345.3,0.51,0.41,2020-08-12,1748,1,nominal,2.0NRT,299.5,29.1,D
11.19171,-72.70024,338.5,0.51,0.41,2020-08-12,1748,1,nominal,2.0NRT,299.2,3.6,D
11.18484,-72.78912,331.6,0.51,0.41,2020-08-12,1748,1,nominal,2.0NRT,296.6,2.4,D
11.18859,-72.78978,334.2,0.51,0.41,2020-08-12,1748,1,nominal,2.0NRT,296.8,2.4,D
11.1609,-72.98246,341.1,0.52,0.42,2020-08-12,1748,1,nominal,2.0NRT,296,6.7,D
11.1685,-72.98378,333.3,0.52,0.42,2020-08-12,1748,1,nominal,2.0NRT,294.7,4,D
11.17764,-72.97562,336.8,0.52,0.42,2020-08-12,1748,1,nominal,2.0NRT,297.4,15.9,D
11.16808,-72.9817,333.7,0.52,0.42,2020-08-12,1748,1,nominal,2.0NRT,294.8,4,D
11.62662,-70.22915,340.3,0.4,0.37,2020-08-12,1748,1,low,2.0NRT,303.2,6.5,D
11.17728,-72.97355,335.1,0.52,0.42,2020-08-12,1748,1,nominal,2.0NRT,296.2,9.8,D
11.6294,-70.23332,337.9,0.4,0.37,2020-08-12,1748,1,low,2.0NRT,302.4,6.5,D
11.23819,-72.79649,344,0.51,0.41,2020-08-12,1748,1,nominal,2.0NRT,301,5.7,D
11.26682,-72.76349,332.2,0.51,0.41,2020-08-12,1748,1,nominal,2.0NRT,296.4,2.5,D
11.26891,-72.82082,334.4,0.51,0.41,2020-08-12,1748,1,nominal,2.0NRT,299.9,2.8,D
11.29138,-72.87246,341.8,0.51,0.41,2020-08-12,1748,1,nominal,2.0NRT,301.8,9.8,D
11.73552,-70.22878,344.5,0.4,0.37,2020-08-12,1748,1,nominal,2.0NRT,303.3,4.8,D
11.73495,-70.2324,348,0.4,0.37,2020-08-12,1748,1,nominal,2.0NRT,301.8,5.1,D
11.337,-72.76468,337.4,0.51,0.41,2020-08-12,1748,1,nominal,2.0NRT,303.8,4.3,D
11.3277,-72.82003,335.3,0.51,0.41,2020-08-12,1748,1,nominal,2.0NRT,299.9,4.3,D
11.37682,-72.71027,336.1,0.5,0.41,2020-08-12,1748,1,nominal,2.0NRT,301.1,2.9,D
11.44878,-72.95399,339.1,0.52,0.41,2020-08-12,1748,1,nominal,2.0NRT,301.7,4.1,D
-22.89315,-51.97096,344.3,0.63,0.54,2020-08-12,1742,1,nominal,2.0NRT,307.9,32.4,D
-11.36991,-55.45802,340.9,0.62,0.54,2020-08-12,1742,1,nominal,2.0NRT,305.9,36.4,D
-12.13341,-67.29798,335.2,0.5,0.41,2020-08-12,1742,1,nominal,2.0NRT,297.9,5.3,D
-9.60732,-68.62041,335.2,0.55,0.43,2020-08-12,1742,1,nominal,2.0NRT,298.3,5.9,D
-9.1528,-65.92933,348.6,0.41,0.37,2020-08-12,1742,1,nominal,2.0NRT,313.4,6.4,D
-8.76521,-72.84156,334.8,0.34,0.56,2020-08-12,1742,1,nominal,2.0NRT,290.3,3.5,D
-27.79746,-64.38893,333.5,0.52,0.42,2020-08-12,1742,1,nominal,2.0NRT,303.5,6.2,D
-27.7981,-64.39426,334.1,0.53,0.42,2020-08-12,1742,1,nominal,2.0NRT,303.7,5.5,D
-27.73947,-64.10348,325.3,0.51,0.41,2020-08-12,1742,1,low,2.0NRT,299.6,2.2,D
-27.68256,-64.11211,329.6,0.51,0.41,2020-08-12,1742,1,nominal,2.0NRT,297.5,2.2,D
-27.48492,-62.93792,334.8,0.45,0.39,2020-08-12,1742,1,nominal,2.0NRT,302,8.2,D
-27.48075,-62.93395,367,0.45,0.39,2020-08-12,1742,1,high,2.0NRT,300.7,10.1,D
-27.48016,-62.92941,339.3,0.45,0.39,2020-08-12,1742,1,nominal,2.0NRT,296.9,10.1,D
-27.48134,-62.9385,345.5,0.45,0.39,2020-08-12,1742,1,nominal,2.0NRT,302.8,8.2,D
-27.47658,-62.92999,342.1,0.45,0.39,2020-08-12,1742,1,nominal,2.0NRT,300.8,5.2,D
-24.77619,-48.40215,337.3,0.48,0.64,2020-08-12,1742,1,nominal,2.0NRT,278,14.5,D
-27.42305,-62.68645,335.7,0.44,0.38,2020-08-12,1742,1,nominal,2.0NRT,286.8,5.9,D
-27.42363,-62.69088,334.1,0.44,0.38,2020-08-12,1742,1,nominal,2.0NRT,290.4,8.3,D
-24.77732,-48.40685,356.5,0.48,0.64,2020-08-12,1742,1,low,2.0NRT,282.9,29.5,D
-27.41951,-62.68703,335.4,0.44,0.38,2020-08-12,1742,1,nominal,2.0NRT,289.4,5.9,D
-27.59829,-64.2431,331.6,0.51,0.41,2020-08-12,1742,1,nominal,2.0NRT,299.5,6.1,D
-27.73916,-65.5591,334.3,0.4,0.45,2020-08-12,1742,1,nominal,2.0NRT,301,3.3,D
-27.7396,-65.56319,340.6,0.4,0.45,2020-08-12,1742,1,nominal,2.0NRT,302.5,3.3,D
-27.37476,-62.67626,327,0.44,0.38,2020-08-12,1742,1,nominal,2.0NRT,287.7,7.1,D
-27.53626,-63.98009,345.3,0.5,0.41,2020-08-12,1742,1,nominal,2.0NRT,304.1,11.9,D
-27.37008,-62.66798,337,0.44,0.38,2020-08-12,1742,1,nominal,2.0NRT,297,74,D
-27.37123,-62.67685,342.6,0.44,0.38,2020-08-12,1742,1,nominal,2.0NRT,287.6,35,D
-27.36712,-62.673,339.4,0.44,0.38,2020-08-12,1742,1,nominal,2.0NRT,296.5,35,D
-27.37042,-62.66654,342.1,0.44,0.38,2020-08-12,1742,1,nominal,2.0NRT,289,41.5,D
-27.37101,-62.67097,338.5,0.44,0.38,2020-08-12,1742,1,nominal,2.0NRT,292.7,26.9,D
-27.3716,-62.67539,347.8,0.44,0.38,2020-08-12,1742,1,nominal,2.0NRT,285.8,26.9,D
-27.53953,-63.97683,333.6,0.5,0.41,2020-08-12,1742,1,nominal,2.0NRT,303.2,3.7,D
-27.36748,-62.67155,343.5,0.44,0.38,2020-08-12,1742,1,nominal,2.0NRT,288,26.9,D
-27.36807,-62.67598,346.5,0.44,0.38,2020-08-12,1742,1,nominal,2.0NRT,287.6,26.9,D
-27.53577,-63.9774,332.2,0.5,0.41,2020-08-12,1742,1,nominal,2.0NRT,300.6,3.7,D
-27.51761,-63.92365,334.9,0.49,0.41,2020-08-12,1742,1,nominal,2.0NRT,304.1,20.1,D
-27.51386,-63.92422,342.5,0.49,0.41,2020-08-12,1742,1,nominal,2.0NRT,308.6,20.1,D
-27.51448,-63.92926,328.2,0.49,0.41,2020-08-12,1742,1,nominal,2.0NRT,296.9,20.1,D
-27.15128,-61.32814,332.8,0.4,0.37,2020-08-12,1742,1,nominal,2.0NRT,298.8,18.9,D
-27.1479,-61.32873,332.4,0.4,0.37,2020-08-12,1742,1,nominal,2.0NRT,293.3,18.9,D
-27.14847,-61.33277,342.7,0.4,0.37,2020-08-12,1742,1,nominal,2.0NRT,297.4,81.9,D
-27.29835,-62.50343,327.1,0.43,0.38,2020-08-12,1742,1,low,2.0NRT,301.4,2.1,D
-24.86542,-49.2639,331,0.42,0.61,2020-08-12,1742,1,nominal,2.0NRT,280.9,3.9,D
-27.40659,-63.45688,330,0.47,0.4,2020-08-12,1742,1,nominal,2.0NRT,295.8,4.4,D
-27.40718,-63.46165,330.7,0.47,0.4,2020-08-12,1742,1,nominal,2.0NRT,297.8,3.4,D
-27.62542,-65.30819,336.5,0.39,0.44,2020-08-12,1742,1,nominal,2.0NRT,294.8,3.7,D
-27.62586,-65.31216,343.7,0.39,0.44,2020-08-12,1742,1,nominal,2.0NRT,301.3,4.4,D
-27.6263,-65.31613,328.8,0.39,0.44,2020-08-12,1742,1,nominal,2.0NRT,295.2,4.4,D
-27.07395,-61.0998,325.3,0.39,0.36,2020-08-12,1742,1,nominal,2.0NRT,294.7,1.5,D
-27.66803,-65.89276,335.3,0.42,0.45,2020-08-12,1742,1,nominal,2.0NRT,290.8,4.6,D
-27.03536,-61.08146,332.2,0.39,0.36,2020-08-12,1742,1,nominal,2.0NRT,297.8,2.3,D
-27.03143,-61.07809,331.1,0.39,0.36,2020-08-12,1742,1,nominal,2.0NRT,293,1.8,D
-27.6146,-65.64971,341.3,0.41,0.45,2020-08-12,1742,1,nominal,2.0NRT,300,21.6,D
-27.02471,-61.07929,341.1,0.39,0.36,2020-08-12,1742,1,nominal,2.0NRT,297.7,11.5,D
-26.99309,-60.97925,327.2,0.39,0.36,2020-08-12,1742,1,nominal,2.0NRT,297.4,1.8,D
-27.28368,-63.19124,331.5,0.46,0.39,2020-08-12,1742,1,nominal,2.0NRT,294.7,5.1,D
-27.14585,-62.17184,339.8,0.42,0.38,2020-08-12,1742,1,nominal,2.0NRT,296.2,5.9,D
-27.4824,-64.88608,328.8,0.55,0.43,2020-08-12,1742,1,nominal,2.0NRT,298,2.6,D
-27.30468,-63.53372,325.1,0.47,0.4,2020-08-12,1742,1,nominal,2.0NRT,296.3,1.5,D
-27.48974,-65.27414,340.9,0.39,0.44,2020-08-12,1742,1,nominal,2.0NRT,295.9,3.4,D
-27.52162,-65.6041,340.8,0.4,0.45,2020-08-12,1742,1,nominal,2.0NRT,301.3,5.7,D
-27.05278,-61.84951,338.4,0.41,0.37,2020-08-12,1742,1,nominal,2.0NRT,295,4.8,D
-27.44351,-65.19688,345.9,0.57,0.43,2020-08-12,1742,1,nominal,2.0NRT,297.2,9.3,D
-27.06392,-62.28529,339.9,0.42,0.38,2020-08-12,1742,1,nominal,2.0NRT,300.3,5.9,D
-27.45625,-65.4528,332.2,0.4,0.44,2020-08-12,1742,1,nominal,2.0NRT,297.4,1.7,D
-27.06045,-62.28588,339.7,0.42,0.38,2020-08-12,1742,1,nominal,2.0NRT,300.1,6.7,D
