latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
-8.58734,-45.90765,301.1,0.71,0.75,2020-08-12,0330,1,nominal,2.0NRT,289.5,0.9,N
-8.59416,-45.90926,299.8,0.71,0.75,2020-08-12,0330,1,nominal,2.0NRT,289.7,0.9,N
-8.72182,-46.71711,305.1,0.79,0.78,2020-08-12,0330,1,nominal,2.0NRT,288.4,1.9,N
-8.72322,-46.70998,306.2,0.79,0.78,2020-08-12,0330,1,nominal,2.0NRT,288.7,1.9,N
-8.72413,-46.71665,307.7,0.79,0.78,2020-08-12,0330,1,nominal,2.0NRT,288.5,2.4,N
-8.72557,-46.7095,306,0.79,0.78,2020-08-12,0330,1,nominal,2.0NRT,288.8,2.6,N
-9.26898,-45.06816,327.6,0.6,0.71,2020-08-12,0330,1,nominal,2.0NRT,289.1,5.3,N
-9.27003,-45.06267,332.9,0.6,0.71,2020-08-12,0330,1,nominal,2.0NRT,289.3,5.3,N
-9.26793,-45.07368,298.6,0.6,0.71,2020-08-12,0330,1,nominal,2.0NRT,288.5,1.8,N
-9.27649,-45.06404,338.4,0.6,0.71,2020-08-12,0330,1,nominal,2.0NRT,290.2,5.5,N
-9.27544,-45.06954,311.2,0.6,0.71,2020-08-12,0330,1,nominal,2.0NRT,289.5,5.5,N
-9.27753,-45.05855,316.3,0.6,0.71,2020-08-12,0330,1,nominal,2.0NRT,289.7,6.3,N
-9.26951,-45.06361,346.1,0.6,0.71,2020-08-12,0330,1,nominal,2.0NRT,289.9,8.6,N
-9.26842,-45.0691,318.6,0.6,0.71,2020-08-12,0330,1,nominal,2.0NRT,289.3,5.9,N
-9.27597,-45.06496,328.8,0.6,0.71,2020-08-12,0330,1,nominal,2.0NRT,290.1,4.2,N
-9.27705,-45.05948,329.9,0.6,0.71,2020-08-12,0330,1,nominal,2.0NRT,290.6,4.2,N
-9.27488,-45.07045,308.7,0.6,0.71,2020-08-12,0330,1,nominal,2.0NRT,289.4,3.3,N
-9.28349,-45.0609,298.6,0.6,0.71,2020-08-12,0330,1,nominal,2.0NRT,288.4,4.2,N
-9.94816,-46.73396,316.6,0.75,0.77,2020-08-12,0330,1,nominal,2.0NRT,289.7,3.2,N
-10.73125,-46.39285,305.6,0.69,0.75,2020-08-12,0330,1,nominal,2.0NRT,291.2,1.7,N
-10.73185,-46.4254,299.2,0.7,0.75,2020-08-12,0330,1,nominal,2.0NRT,288.9,1.6,N
-10.73311,-46.41904,308.8,0.7,0.75,2020-08-12,0330,1,nominal,2.0NRT,289.9,2.5,N
-10.73555,-46.40687,302.8,0.7,0.75,2020-08-12,0330,1,nominal,2.0NRT,290.3,2.2,N
-10.7368,-46.40058,300.8,0.69,0.75,2020-08-12,0330,1,nominal,2.0NRT,290.6,2.2,N
-10.73815,-46.39384,302.8,0.69,0.75,2020-08-12,0330,1,nominal,2.0NRT,290.6,1.7,N
-10.74239,-46.40818,309.5,0.7,0.75,2020-08-12,0330,1,nominal,2.0NRT,290.7,2.4,N
-10.73106,-46.39621,301.3,0.69,0.75,2020-08-12,0330,1,nominal,2.0NRT,290.7,1.8,N
-10.73246,-46.38947,301.3,0.69,0.74,2020-08-12,0330,1,nominal,2.0NRT,290.9,1.8,N
-10.73281,-46.42216,308.5,0.7,0.75,2020-08-12,0330,1,nominal,2.0NRT,289.3,3.3,N
-10.7366,-46.40381,301.9,0.69,0.75,2020-08-12,0330,1,nominal,2.0NRT,290.6,1.5,N
-10.73794,-46.39734,304.9,0.69,0.75,2020-08-12,0330,1,nominal,2.0NRT,290.6,1.9,N
-10.74216,-46.41133,305.2,0.7,0.75,2020-08-12,0330,1,nominal,2.0NRT,290.4,1.5,N
-10.74348,-46.40495,300.8,0.69,0.75,2020-08-12,0330,1,nominal,2.0NRT,290.4,1.5,N
-12.39343,-38.34008,304.1,0.38,0.43,2020-08-12,0330,1,nominal,2.0NRT,289.5,1.8,N
-12.39678,-38.34441,337.7,0.38,0.43,2020-08-12,0330,1,nominal,2.0NRT,291.5,1.8,N
-12.3974,-38.34086,300.8,0.38,0.43,2020-08-12,0330,1,nominal,2.0NRT,290.7,1.8,N
-12.40076,-38.34514,310.4,0.38,0.43,2020-08-12,0330,1,nominal,2.0NRT,292.1,1.2,N
-10.92386,-46.39478,311.8,0.69,0.74,2020-08-12,0330,1,nominal,2.0NRT,288.7,3.5,N
-10.90978,-46.39843,298.7,0.69,0.74,2020-08-12,0330,1,nominal,2.0NRT,287.7,0.8,N
-10.91789,-46.39355,300.9,0.69,0.74,2020-08-12,0330,1,nominal,2.0NRT,287.4,0.8,N
-10.92466,-46.39505,311.9,0.69,0.74,2020-08-12,0330,1,nominal,2.0NRT,288.9,2.9,N
-12.71183,-38.57188,322.2,0.39,0.44,2020-08-12,0330,1,nominal,2.0NRT,294.4,3.4,N
-11.38726,-47.45104,317.1,0.79,0.78,2020-08-12,0330,1,nominal,2.0NRT,289.9,3,N
-11.3945,-47.45213,315.9,0.79,0.78,2020-08-12,0330,1,nominal,2.0NRT,290,3,N
-11.38974,-47.45032,317.7,0.79,0.78,2020-08-12,0330,1,nominal,2.0NRT,289.9,2.9,N
-11.39698,-47.45138,315.6,0.79,0.78,2020-08-12,0330,1,nominal,2.0NRT,290.1,2.9,N
-11.83559,-45.6999,307.4,0.6,0.7,2020-08-12,0330,1,nominal,2.0NRT,286.9,13.1,N
-11.83668,-45.69444,303.8,0.6,0.7,2020-08-12,0330,1,nominal,2.0NRT,286.8,12.5,N
-11.842,-45.70134,351.8,0.6,0.7,2020-08-12,0330,1,nominal,2.0NRT,287.6,13.1,N
-11.84309,-45.69587,355.9,0.6,0.7,2020-08-12,0330,1,nominal,2.0NRT,290.5,12.5,N
-11.84418,-45.69041,303.3,0.6,0.7,2020-08-12,0330,1,nominal,2.0NRT,286.2,12.5,N
-11.83544,-45.70264,303,0.6,0.7,2020-08-12,0330,1,nominal,2.0NRT,287.1,9.6,N
-11.83657,-45.69719,310.8,0.6,0.7,2020-08-12,0330,1,nominal,2.0NRT,286.6,9.6,N
-11.84299,-45.6986,367,0.6,0.7,2020-08-12,0330,1,high,2.0NRT,289.4,9.6,N
-11.84411,-45.69316,367,0.59,0.7,2020-08-12,0330,1,high,2.0NRT,288.4,26.2,N
-11.84186,-45.70405,310.7,0.6,0.7,2020-08-12,0330,1,nominal,2.0NRT,286.6,9.6,N
-14.37529,-45.73389,296.1,0.54,0.68,2020-08-12,0330,1,nominal,2.0NRT,284.4,0.7,N
-14.37632,-45.72897,297.8,0.54,0.67,2020-08-12,0330,1,nominal,2.0NRT,285.2,0.7,N
-14.38144,-45.7353,296.1,0.54,0.68,2020-08-12,0330,1,nominal,2.0NRT,285.1,0.7,N
-14.61074,-45.93976,337.9,0.55,0.68,2020-08-12,0330,1,nominal,2.0NRT,285.5,4.2,N
-14.60966,-45.94482,313.4,0.55,0.68,2020-08-12,0330,1,nominal,2.0NRT,284.4,4.2,N
-17.40957,-47.17546,299.8,0.58,0.69,2020-08-12,0330,1,nominal,2.0NRT,286.6,1.2,N
-17.41479,-47.18191,341.5,0.58,0.69,2020-08-12,0330,1,nominal,2.0NRT,286.1,6.5,N
-17.41598,-47.17659,341.4,0.58,0.69,2020-08-12,0330,1,nominal,2.0NRT,292.3,7,N
-17.42108,-47.18363,296.9,0.58,0.69,2020-08-12,0330,1,nominal,2.0NRT,286.5,6.5,N
-17.42229,-47.17821,303.6,0.58,0.69,2020-08-12,0330,1,nominal,2.0NRT,288.8,7,N
-17.45222,-47.34756,319.4,0.59,0.7,2020-08-12,0330,1,nominal,2.0NRT,286.5,4.2,N
-17.45345,-47.3421,308.8,0.59,0.7,2020-08-12,0330,1,nominal,2.0NRT,285.4,2.8,N
-17.45868,-47.34874,295.3,0.59,0.7,2020-08-12,0330,1,nominal,2.0NRT,284.9,1,N
-17.45991,-47.34331,296.6,0.59,0.7,2020-08-12,0330,1,nominal,2.0NRT,284.8,1.3,N
-18.04673,-45.95735,309.2,0.47,0.64,2020-08-12,0330,1,nominal,2.0NRT,284,1.7,N
-18.04539,-45.95626,312.1,0.47,0.64,2020-08-12,0330,1,nominal,2.0NRT,283.9,1.5,N
-18.8989,-45.73039,300.3,0.44,0.62,2020-08-12,0330,1,nominal,2.0NRT,285.5,0.7,N
-18.89979,-45.72634,297.5,0.43,0.62,2020-08-12,0330,1,nominal,2.0NRT,285.2,0.7,N
-20.24953,-40.2332,302.3,0.56,0.43,2020-08-12,0330,1,nominal,2.0NRT,284.3,1.7,N
-19.47771,-44.27662,297.2,0.34,0.56,2020-08-12,0330,1,nominal,2.0NRT,286,0.2,N
-19.48284,-44.27775,297.4,0.34,0.56,2020-08-12,0330,1,nominal,2.0NRT,286.5,0.2,N
-18.89393,-47.09734,305.2,0.53,0.67,2020-08-12,0330,1,nominal,2.0NRT,285.8,1.3,N
-19.67943,-43.92491,304.3,0.32,0.55,2020-08-12,0330,1,nominal,2.0NRT,287.7,0.8,N
-19.07206,-46.87697,310.2,0.51,0.66,2020-08-12,0330,1,nominal,2.0NRT,285.8,2.1,N
-20.55962,-41.73077,297.7,0.45,0.47,2020-08-12,0330,1,nominal,2.0NRT,284.5,1.1,N
-19.48642,-48.1986,306.1,0.61,0.71,2020-08-12,0330,1,nominal,2.0NRT,285.6,1.3,N
-19.48774,-48.19292,298,0.6,0.71,2020-08-12,0330,1,nominal,2.0NRT,285.3,1.3,N
-19.48676,-48.19535,318.3,0.6,0.71,2020-08-12,0330,1,nominal,2.0NRT,285.9,2.5,N
-20.53915,-43.7634,299.7,0.61,0.53,2020-08-12,0330,1,nominal,2.0NRT,286.9,1.7,N
-20.54155,-43.75182,311.6,0.6,0.53,2020-08-12,0330,1,nominal,2.0NRT,287.4,3.6,N
-20.54641,-43.75291,305.4,0.6,0.53,2020-08-12,0330,1,nominal,2.0NRT,286.5,2.4,N
-19.65354,-48.32484,367,0.61,0.71,2020-08-12,0330,1,high,2.0NRT,285.9,8.4,N
-19.6549,-48.319,322.5,0.61,0.71,2020-08-12,0330,1,nominal,2.0NRT,285.1,8.4,N
-19.66005,-48.32626,306,0.61,0.71,2020-08-12,0330,1,nominal,2.0NRT,289.5,2.6,N
-19.65407,-48.41061,350.6,0.62,0.71,2020-08-12,0330,1,nominal,2.0NRT,290.2,6.5,N
-19.65261,-48.41685,300,0.62,0.71,2020-08-12,0330,1,nominal,2.0NRT,285.6,4.5,N
-19.6555,-48.40449,316.7,0.62,0.71,2020-08-12,0330,1,nominal,2.0NRT,289.3,6.5,N
-19.65856,-48.32873,312.6,0.61,0.71,2020-08-12,0330,1,nominal,2.0NRT,287.8,2.9,N
-19.65998,-48.32281,299.1,0.61,0.71,2020-08-12,0330,1,nominal,2.0NRT,287.4,2.3,N
-19.6521,-48.41271,336.1,0.62,0.71,2020-08-12,0330,1,nominal,2.0NRT,288.2,8.7,N
-19.65355,-48.40667,328.3,0.62,0.71,2020-08-12,0330,1,nominal,2.0NRT,288.4,5.4,N
-19.65495,-48.40083,300.8,0.62,0.71,2020-08-12,0330,1,nominal,2.0NRT,289,5.4,N
-20.12969,-47.31648,355.4,0.52,0.67,2020-08-12,0330,1,nominal,2.0NRT,293.9,13.5,N
-20.12865,-47.32106,314.7,0.52,0.67,2020-08-12,0330,1,nominal,2.0NRT,287.4,13.5,N
-20.13585,-47.31754,315.1,0.52,0.67,2020-08-12,0330,1,nominal,2.0NRT,286.4,2.3,N
-20.12953,-47.31728,367,0.52,0.67,2020-08-12,0330,1,high,2.0NRT,294,7.3,N
-20.12845,-47.3219,298.1,0.52,0.67,2020-08-12,0330,1,nominal,2.0NRT,287.3,9.9,N
-20.13058,-47.31281,312.6,0.52,0.66,2020-08-12,0330,1,nominal,2.0NRT,288.4,7.3,N
-20.13569,-47.31836,315.7,0.52,0.67,2020-08-12,0330,1,nominal,2.0NRT,286.1,7.3,N
-20.13678,-47.31371,304.3,0.52,0.66,2020-08-12,0330,1,nominal,2.0NRT,287.2,7.3,N
-20.23734,-46.96162,299.1,0.49,0.65,2020-08-12,0330,1,nominal,2.0NRT,287,0.7,N
-20.24187,-46.96921,301.5,0.49,0.65,2020-08-12,0330,1,nominal,2.0NRT,286.1,0.7,N
-20.24294,-46.96454,298.9,0.49,0.65,2020-08-12,0330,1,nominal,2.0NRT,287,0.7,N
-20.33774,-46.54916,298.1,0.46,0.63,2020-08-12,0330,1,nominal,2.0NRT,286.2,0.8,N
-20.3436,-46.55021,353,0.46,0.63,2020-08-12,0330,1,nominal,2.0NRT,289.4,7.5,N
-20.3478,-46.55854,340.1,0.46,0.63,2020-08-12,0330,1,nominal,2.0NRT,287.8,8.5,N
-20.34709,-46.56168,296.6,0.46,0.63,2020-08-12,0330,1,nominal,2.0NRT,284.8,1.9,N
-20.74899,-44.76404,321.5,0.35,0.56,2020-08-12,0330,1,nominal,2.0NRT,282.5,11.1,N
-20.74971,-44.76067,346,0.35,0.56,2020-08-12,0330,1,nominal,2.0NRT,285.5,8.9,N
-20.75418,-44.76507,367,0.35,0.56,2020-08-12,0330,1,high,2.0NRT,285.6,11.1,N
-20.75491,-44.76163,330,0.35,0.56,2020-08-12,0330,1,nominal,2.0NRT,285.3,8.9,N
-20.27691,-47.20671,306.8,0.5,0.66,2020-08-12,0330,1,nominal,2.0NRT,287.6,1.6,N
-20.39076,-47.0682,312.3,0.49,0.65,2020-08-12,0330,1,nominal,2.0NRT,285.6,2.2,N
-20.39187,-47.06329,320,0.49,0.65,2020-08-12,0330,1,nominal,2.0NRT,286.5,2.2,N
-20.39297,-47.05841,297.5,0.49,0.65,2020-08-12,0330,1,nominal,2.0NRT,285.5,1.4,N
-20.39783,-47.06466,324.4,0.49,0.65,2020-08-12,0330,1,nominal,2.0NRT,287.4,2.8,N
-20.39673,-47.06956,316.3,0.49,0.65,2020-08-12,0330,1,nominal,2.0NRT,286.4,2.8,N
-21.47299,-42.03917,317.1,0.45,0.47,2020-08-12,0330,1,nominal,2.0NRT,287.7,2.2,N
-21.47385,-42.03473,318,0.45,0.47,2020-08-12,0330,1,nominal,2.0NRT,287.6,2.3,N
-21.4751,-42.03823,303,0.45,0.47,2020-08-12,0330,1,nominal,2.0NRT,286.9,0.5,N
-20.39321,-47.06731,335.4,0.49,0.65,2020-08-12,0330,1,nominal,2.0NRT,288.1,2.7,N
-20.39435,-47.06241,326.7,0.49,0.65,2020-08-12,0330,1,nominal,2.0NRT,287.6,2.7,N
-20.39919,-47.06866,306,0.49,0.65,2020-08-12,0330,1,nominal,2.0NRT,284.7,2.7,N
-20.40031,-47.06381,297,0.49,0.65,2020-08-12,0330,1,nominal,2.0NRT,284.1,2.7,N
-21.20458,-43.83391,299.7,0.59,0.53,2020-08-12,0330,1,nominal,2.0NRT,284.1,0.9,N
-21.44395,-43.61059,295.4,0.57,0.52,2020-08-12,0330,1,nominal,2.0NRT,284.3,1.1,N
-21.20159,-45.09375,336,0.36,0.57,2020-08-12,0330,1,nominal,2.0NRT,286.8,2.6,N
-21.20079,-45.09739,304,0.36,0.57,2020-08-12,0330,1,nominal,2.0NRT,285.2,2.7,N
-21.20604,-45.09846,332.9,0.36,0.57,2020-08-12,0330,1,nominal,2.0NRT,287.1,2.7,N
-21.20683,-45.09484,321,0.36,0.57,2020-08-12,0330,1,nominal,2.0NRT,286.5,2.6,N
-21.20756,-45.09151,299.7,0.36,0.57,2020-08-12,0330,1,nominal,2.0NRT,285.4,2.6,N
-21.62364,-43.4663,299.5,0.55,0.51,2020-08-12,0330,1,nominal,2.0NRT,286.1,1.4,N
-21.70368,-43.29202,297.8,0.54,0.51,2020-08-12,0330,1,nominal,2.0NRT,286,1.2,N
-21.7047,-43.28703,304.5,0.54,0.51,2020-08-12,0330,1,nominal,2.0NRT,286.3,1.2,N
-21.73164,-43.32063,304.3,0.54,0.51,2020-08-12,0330,1,nominal,2.0NRT,285.9,1.1,N
-22.0682,-43.13636,306.2,0.52,0.5,2020-08-12,0330,1,nominal,2.0NRT,285.9,1.2,N
-20.83856,-48.8252,354.9,0.62,0.71,2020-08-12,0330,1,nominal,2.0NRT,289.2,6.1,N
-20.83708,-48.83138,307.6,0.62,0.71,2020-08-12,0330,1,nominal,2.0NRT,286.2,6.1,N
-21.19404,-47.31026,315,0.49,0.65,2020-08-12,0330,1,nominal,2.0NRT,287,1.6,N
-21.19517,-47.30536,314.8,0.49,0.65,2020-08-12,0330,1,nominal,2.0NRT,289.2,1.6,N
-20.84496,-48.82726,342.7,0.62,0.71,2020-08-12,0330,1,nominal,2.0NRT,288.5,15.4,N
-20.86487,-48.74393,323,0.61,0.71,2020-08-12,0330,1,nominal,2.0NRT,288.2,4.3,N
-21.20005,-47.31142,354.5,0.49,0.65,2020-08-12,0330,1,nominal,2.0NRT,292.7,10.5,N
-20.86343,-48.74996,317.2,0.61,0.71,2020-08-12,0330,1,nominal,2.0NRT,288,4.3,N
-21.19887,-47.31659,314.1,0.49,0.65,2020-08-12,0330,1,nominal,2.0NRT,287.5,7.6,N
-21.11026,-47.75647,324,0.52,0.67,2020-08-12,0330,1,nominal,2.0NRT,284.9,2.6,N
-20.84222,-48.83233,346,0.62,0.71,2020-08-12,0330,1,nominal,2.0NRT,287.2,17.7,N
-20.84373,-48.8262,356.2,0.62,0.71,2020-08-12,0330,1,nominal,2.0NRT,290.7,21.7,N
-20.86266,-48.74916,323.5,0.61,0.71,2020-08-12,0330,1,nominal,2.0NRT,287.7,6.7,N
-20.86412,-48.74321,318.6,0.61,0.71,2020-08-12,0330,1,nominal,2.0NRT,287.9,6.2,N
-21.10948,-47.75678,330.9,0.52,0.67,2020-08-12,0330,1,nominal,2.0NRT,285.4,4.1,N
-21.52158,-47.06678,331.8,0.47,0.64,2020-08-12,0330,1,nominal,2.0NRT,284.4,4.6,N
-21.52266,-47.06215,314.7,0.47,0.64,2020-08-12,0330,1,nominal,2.0NRT,285.2,4,N
-22.42692,-43.2647,322.1,0.52,0.5,2020-08-12,0330,1,nominal,2.0NRT,287,4,N
-22.42647,-43.26622,321.5,0.52,0.5,2020-08-12,0330,1,nominal,2.0NRT,286.9,3.3,N
-22.42738,-43.26189,297.5,0.52,0.5,2020-08-12,0330,1,nominal,2.0NRT,286.3,2,N
-22.5398,-42.96807,314.2,0.49,0.49,2020-08-12,0330,1,nominal,2.0NRT,292.9,2.1,N
-22.45961,-43.40574,337.5,0.53,0.5,2020-08-12,0330,1,nominal,2.0NRT,289.8,6.9,N
-22.46077,-43.40008,332.9,0.53,0.5,2020-08-12,0330,1,nominal,2.0NRT,289.1,8.4,N
-22.36971,-43.83934,306.2,0.56,0.52,2020-08-12,0330,1,nominal,2.0NRT,287.3,1.4,N
-22.46311,-43.41207,298.3,0.53,0.5,2020-08-12,0330,1,nominal,2.0NRT,288.1,0.9,N
-22.46423,-43.40659,306.9,0.53,0.5,2020-08-12,0330,1,nominal,2.0NRT,288.4,0.9,N
-22.47203,-43.59346,301.3,0.54,0.51,2020-08-12,0330,1,nominal,2.0NRT,290,1.2,N
-22.45606,-43.83176,320.5,0.56,0.51,2020-08-12,0330,1,nominal,2.0NRT,289.1,2.7,N
-22.5921,-43.62313,314.8,0.54,0.51,2020-08-12,0330,1,nominal,2.0NRT,289.7,1.1,N
-22.59438,-43.62381,310.9,0.54,0.51,2020-08-12,0330,1,nominal,2.0NRT,291,1.2,N
-22.50856,-44.10031,309.2,0.58,0.52,2020-08-12,0330,1,nominal,2.0NRT,288.5,2.9,N
-22.59038,-43.73575,341.3,0.55,0.51,2020-08-12,0330,1,nominal,2.0NRT,291.4,8.8,N
-22.50976,-44.11832,299.8,0.58,0.52,2020-08-12,0330,1,nominal,2.0NRT,288.5,2.2,N
-22.51573,-44.11381,302.8,0.58,0.52,2020-08-12,0330,1,nominal,2.0NRT,288.5,2.4,N
-22.85603,-42.98087,300.6,0.49,0.48,2020-08-12,0330,1,nominal,2.0NRT,290.2,0.6,N
-22.69571,-43.77886,316.2,0.55,0.51,2020-08-12,0330,1,nominal,2.0NRT,288.3,2.2,N
-22.69684,-43.77347,313.5,0.55,0.51,2020-08-12,0330,1,nominal,2.0NRT,289.3,2.9,N
-21.7175,-48.47443,324.1,0.56,0.69,2020-08-12,0330,1,nominal,2.0NRT,286.7,2.7,N
-21.71877,-48.46904,308.1,0.56,0.69,2020-08-12,0330,1,nominal,2.0NRT,286.6,2.7,N
-22.78337,-43.75645,311,0.55,0.51,2020-08-12,0330,1,nominal,2.0NRT,291,1.7,N
-21.71318,-48.47437,296.9,0.56,0.69,2020-08-12,0330,1,nominal,2.0NRT,285.8,1.7,N
-21.71447,-48.4691,317.7,0.56,0.69,2020-08-12,0330,1,nominal,2.0NRT,286.8,2.3,N
-22.78485,-43.7584,314.3,0.55,0.51,2020-08-12,0330,1,nominal,2.0NRT,291.2,2.1,N
-21.72073,-48.47071,313.2,0.56,0.69,2020-08-12,0330,1,nominal,2.0NRT,286.3,1.6,N
-21.4506,-49.94073,312.3,0.7,0.75,2020-08-12,0330,1,nominal,2.0NRT,286.8,2.1,N
-21.45012,-49.9426,308.3,0.7,0.75,2020-08-12,0330,1,nominal,2.0NRT,286.7,2.7,N
-22.90413,-43.73522,332.7,0.54,0.51,2020-08-12,0330,1,nominal,2.0NRT,293.4,4.4,N
-22.90082,-43.75094,319.7,0.54,0.51,2020-08-12,0330,1,nominal,2.0NRT,291.8,3.5,N
-22.90985,-43.73111,341.6,0.54,0.51,2020-08-12,0330,1,nominal,2.0NRT,291.9,8.4,N
-22.90875,-43.73635,301.9,0.54,0.51,2020-08-12,0330,1,nominal,2.0NRT,291.4,4.4,N
-22.91932,-43.75554,311.8,0.54,0.51,2020-08-12,0330,1,nominal,2.0NRT,294.9,1.9,N
-22.92395,-43.75666,307.7,0.54,0.51,2020-08-12,0330,1,nominal,2.0NRT,293.1,1.9,N
-21.55023,-50.12504,367,0.71,0.75,2020-08-12,0330,1,high,2.0NRT,290.8,27.7,N
-21.5519,-50.11827,327.5,0.71,0.75,2020-08-12,0330,1,nominal,2.0NRT,285.7,6.4,N
-21.55352,-50.11172,300.9,0.71,0.75,2020-08-12,0330,1,nominal,2.0NRT,285.2,6.4,N
-22.20878,-47.37967,367,0.47,0.64,2020-08-12,0330,1,high,2.0NRT,286.1,8.8,N
-21.55872,-50.12027,300.5,0.71,0.75,2020-08-12,0330,1,nominal,2.0NRT,285.9,6.4,N
-22.06157,-47.8564,306.2,0.51,0.66,2020-08-12,0330,1,nominal,2.0NRT,286.6,1.9,N
-22.2067,-47.37871,367,0.47,0.64,2020-08-12,0330,1,high,2.0NRT,286.3,9.2,N
-21.54846,-50.12741,344.4,0.71,0.75,2020-08-12,0330,1,nominal,2.0NRT,287.6,18.4,N
-21.5502,-50.12054,349.5,0.71,0.75,2020-08-12,0330,1,nominal,2.0NRT,288.4,10,N
-21.55186,-50.114,295.9,0.71,0.75,2020-08-12,0330,1,nominal,2.0NRT,285.1,10,N
-21.55869,-50.1159,335.4,0.71,0.75,2020-08-12,0330,1,nominal,2.0NRT,286.5,7.1,N
-21.64021,-50.05273,320.5,0.7,0.75,2020-08-12,0330,1,nominal,2.0NRT,287.1,4.6,N
-21.63952,-50.05441,327.5,0.7,0.75,2020-08-12,0330,1,nominal,2.0NRT,286.6,4,N
-22.62037,-46.77087,304.9,0.42,0.61,2020-08-12,0330,1,nominal,2.0NRT,288.9,2.2,N
-22.62146,-46.76608,308.5,0.42,0.61,2020-08-12,0330,1,nominal,2.0NRT,289.4,1.8,N
-22.26954,-48.44214,327.7,0.55,0.68,2020-08-12,0330,1,nominal,2.0NRT,289.2,4.5,N
-22.26642,-48.44434,312.5,0.55,0.68,2020-08-12,0330,1,nominal,2.0NRT,288,2,N
-22.26771,-48.43904,311.3,0.54,0.68,2020-08-12,0330,1,nominal,2.0NRT,288.8,2,N
-22.72518,-47.1352,301.4,0.44,0.63,2020-08-12,0330,1,nominal,2.0NRT,289.3,2.5,N
-22.48327,-48.46009,325.9,0.54,0.68,2020-08-12,0330,1,nominal,2.0NRT,286.5,5.2,N
-22.48446,-48.45506,333.3,0.54,0.68,2020-08-12,0330,1,nominal,2.0NRT,289,5.2,N
-22.48124,-48.45938,307.9,0.54,0.68,2020-08-12,0330,1,nominal,2.0NRT,286.4,2.7,N
-22.48248,-48.45427,313.2,0.54,0.68,2020-08-12,0330,1,nominal,2.0NRT,288,3.2,N
-22.48837,-48.45704,333.6,0.54,0.68,2020-08-12,0330,1,nominal,2.0NRT,287.5,4.8,N
-22.48718,-48.46191,302.7,0.54,0.68,2020-08-12,0330,1,nominal,2.0NRT,285.3,3.6,N
-23.07927,-46.80367,307.1,0.42,0.61,2020-08-12,0330,1,nominal,2.0NRT,286.3,1.5,N
-22.71628,-48.39701,300.4,0.53,0.67,2020-08-12,0330,1,nominal,2.0NRT,285.4,1.9,N
-22.72243,-48.3985,319.9,0.53,0.67,2020-08-12,0330,1,nominal,2.0NRT,285.4,1.9,N
-22.72361,-48.39351,309.9,0.53,0.67,2020-08-12,0330,1,nominal,2.0NRT,285.3,1.9,N
-23.07727,-46.80297,307.1,0.42,0.61,2020-08-12,0330,1,nominal,2.0NRT,286.5,1.4,N
-22.71435,-48.39969,297.7,0.53,0.67,2020-08-12,0330,1,nominal,2.0NRT,285.1,0.6,N
-22.72171,-48.39617,331.3,0.53,0.67,2020-08-12,0330,1,nominal,2.0NRT,286,4.7,N
-23.4973,-46.22719,311,0.38,0.58,2020-08-12,0330,1,nominal,2.0NRT,286.1,1.9,N
-23.43995,-47.08692,311.2,0.43,0.62,2020-08-12,0330,1,nominal,2.0NRT,284.2,1.2,N
-23.59345,-48.1932,302.5,0.49,0.65,2020-08-12,0330,1,nominal,2.0NRT,282.2,1,N
-23.59462,-48.18832,296.2,0.49,0.65,2020-08-12,0330,1,nominal,2.0NRT,282.6,1.3,N
-24.95078,-42.46893,340.6,0.42,0.45,2020-08-12,0330,1,nominal,2.0NRT,295.9,11.6,N
-23.61633,-49.02811,367,0.55,0.68,2020-08-12,0330,1,high,2.0NRT,287.4,7,N
-23.61359,-49.03931,301.2,0.55,0.68,2020-08-12,0330,1,nominal,2.0NRT,286.2,1.9,N
-23.61496,-49.03373,311.5,0.55,0.68,2020-08-12,0330,1,nominal,2.0NRT,286.7,7,N
-23.61769,-49.02258,297.8,0.55,0.68,2020-08-12,0330,1,nominal,2.0NRT,286.1,7,N
-3.59453,-38.85944,337.3,0.57,0.52,2020-08-12,0324,1,nominal,2.0NRT,293,5.9,N
-3.59475,-38.86063,331.4,0.57,0.52,2020-08-12,0324,1,nominal,2.0NRT,292.3,5.8,N
-3.7167,-39.62548,309,0.32,0.55,2020-08-12,0324,1,nominal,2.0NRT,291.8,1.2,N
-3.78512,-40.9592,331.1,0.4,0.6,2020-08-12,0324,1,nominal,2.0NRT,290.3,2.5,N
-3.78531,-40.96059,323.8,0.4,0.6,2020-08-12,0324,1,nominal,2.0NRT,289.8,2.4,N
-3.78595,-40.95689,301.8,0.4,0.6,2020-08-12,0324,1,nominal,2.0NRT,289.6,1.9,N
-4.33215,-40.18919,322.5,0.34,0.56,2020-08-12,0324,1,nominal,2.0NRT,292.3,1.2,N
-4.248,-43.35409,305.5,0.57,0.69,2020-08-12,0324,1,nominal,2.0NRT,291.8,1.3,N
-4.24887,-43.349,313.6,0.57,0.69,2020-08-12,0324,1,nominal,2.0NRT,292.5,1.3,N
-4.25519,-43.35018,302,0.57,0.69,2020-08-12,0324,1,nominal,2.0NRT,292,1.3,N
-4.251,-43.35066,323.8,0.57,0.69,2020-08-12,0324,1,nominal,2.0NRT,291.9,3.5,N
-4.26454,-43.34788,336.5,0.57,0.69,2020-08-12,0324,1,nominal,2.0NRT,292.7,4.8,N
